Respecting Others' Opinions,https://slp.everydayspeech.com/video/respecting-others-opinions,,"VIDEO MODELING - Teach your students that they don't have to agree with others' opinions, but they do have to be respectful of them. We show respect by listening, not interrupting, waiting our turn to talk, and keeping hurtful thoughts in our head. ",Showing Respect
Handling Anxiety,https://slp.everydayspeech.com/video/handling-anxiety,,TEACHER SCRIPT: Today we’re learning how to cope with anxiety. Who can describe the difference between feeling anxious versus feeling upset?,Changing the Channel on Feelings (Coping with Tough Emotions)
Telling a Story to Friends,https://slp.everydayspeech.com/video/telling-a-story-to-friends,1m 40s,"VIDEO MODELING - When we tell a story, we include all the details like where we went, what we did and who we were with.",Background Brief
Social Chameleon Introduction,https://slp.everydayspeech.com/video/social-chameleon-introduction,,"VIDEO MODELING - A Social Chameleon blends in and adapts to any situation, no matter where they are. This lesson models how to tune in and be a great observer which will teach students how to behave in different locations. We all change the way we act depending on where we go in our day.",Being a Social Chameleon
Listening to Others' Ideas,https://slp.everydayspeech.com/video/listening-to-others-ideas,3m 35s,"SOCIAL SKILLS IN ACTION (SSIA) - Jeff, Mike, and Sarah are discussing the pizza party fundraiser. Jeff has his ideas for how the fundraiser should go and doesn't want to listen to anyone else's ideas. The group doesn't get along when Jeff insists on having his way. When they try again, Jeff thinks about others and realizes they have good ideas too. The planning goes much more smoothly. They are going to have a great fundraiser!",Working with a Group
Correcting a Teacher,https://slp.everydayspeech.com/video/correcting-a-teacher,3m 18s,"SOCIAL SKILLS IN ACTION (SSIA) - Rachel realizes the teacher made a mistake on the date for a quiz, and she tells her teacher that she was wrong. Rachel disrupts the class and makes the teacher upset. When she tries again, she is able to indirectly tell the teacher that she's wrong by asking a question.",Showing Respect
Relationship Ruler Introduction,https://slp.everydayspeech.com/video/relationship-ruler-introduction,,"VIDEO MODELING - The Relationship Ruler helps students identify the different levels of relationships in their lives. This allows them to know how to act around different people, which in turn makes others more comfortable. We all change the way we behave based on who we're talking to, be it a friend or someone we just met.",Using the Relationship Ruler
Miscommunication Over Text,https://slp.everydayspeech.com/video/miscommunication-over-text,,"In this video, students will learn tips and strategies they can use when texting in order to avoid miscommunication. ",Cyber Skills
Sharing Your Opinion,https://slp.everydayspeech.com/video/sharing-your-opinion,1m 34s,"VIDEO MODELING - People may ask us for our opinion on something. This refers to what we think about something. To give our opinion, we tell someone what we feel. Other people may have a different opinion than us, and that’s okay.",Showing Respect
Conversation Share Introduction,https://slp.everydayspeech.com/video/conversation-share-introduction,,"VIDEO MODELING - The Conversation Share teaching tool helps students learn how to share the talking time. Some students struggle by either talking too much or too little. This video models how to share our turns and how much we each say, so everyone enjoys the conversation.",Conversation Share
Reacting to Problems,https://slp.everydayspeech.com/video/reacting-to-problems,,TEACHER SCRIPT: Today we’re discussing what strategies to use when reacting to a problem. Reflect on a time where you might have overreacted to a problem. How did you feel afterward?,Solving a Problem
Box Breathing,https://slp.everydayspeech.com/video/box-breathing,,TEACHER SCRIPT: Today we’re going to practice using Box Breathing as a strategy for Choosing Calm. Does anyone know why deep breathing exercises can help us feel calmer?,Breathing Videos
Being a Good Sport I,https://slp.everydayspeech.com/video/being-a-good-sport-i,1m 24s,"SOCIAL SKILLS IN ACTION (SSIA) - The group is playing a game. When Serena has a bad roll, she ruins the game for everyone else. Serena needs to realize how her actions make others feel. She has to show good sportsmanship, even when she loses. There’s always next time!",Being a Good Sport
Think It or Say It - Older,https://slp.everydayspeech.com/video/think-it-or-say-it-older,2m 12s,"SOCIAL SKILLS IN ACTION (SSIA) - Sarah sees Kate wearing a dress. Sarah hates dresses because she thinks they are uncomfortable. She tells Kate that she doesn't like dresses. Sarah needs to think: if Kate is wearing a dress, she probably likes dresses. If Sarah has a thought that might hurt someone, she should keep that thought inside. Next time, before she speaks, she wonders: should I think it or should I say it? Concepts covered: Think It or Say It",Think It or Say It
Interrupting,https://slp.everydayspeech.com/video/interrupting,1m 48s,"SOCIAL SKILLS IN ACTION (SSIA) - Alessandra needs to borrow Andrew’s English textbook, but rudely interrupts Andrew and Serena’s conversation. She needs to learn how to interrupt politely. Next time, she makes sure to say “excuse me” and politely asks to borrow Andrew’s textbook.",Conversation Stoplight
Using Visual Referencing,https://slp.everydayspeech.com/video/maintaining-eye-contact,,"In this lesson, students will learn how to use visual referencing in order to feel more comfortable when talking to others!  ",
Staying Calm When Things Don’t Go Our Way,https://slp.everydayspeech.com/video/staying-calm-when-things-don-t-go-our-way,1m 38s,"VIDEO MODELING - When things don’t go the way we want, we keep calm. We use our strategies and follow the rest of the group.",Staying Calm
Using the Two W's with Friends,https://slp.everydayspeech.com/video/using-the-two-w-s-with-friends,,Beef up your small talk topics with these specific questions and comments you can start using today. Learn the important purpose of small talk; It isn't as small as you think!,The Two W's
Being Too Honest,https://slp.everydayspeech.com/video/being-too-honest,3m 39s,"SOCIAL SKILLS IN ACTION (SSIA) - When Rachel asks Leah how she thought she did during the chorus concert, Leah tells her she thought Rachel didn't do a good job. Leah was being honest with Rachel, but was her honesty necessary? Would it have hurt to focus on the good parts of Rachel's performance and not mention the not so good parts?",Think It or Say It
Thinking About Others Around You,https://slp.everydayspeech.com/video/thinking-about-others-around-you,3m 0s,"SOCIAL SKILLS IN ACTION (SSIA) - Devin sometimes hums when he does his work. Julie and Christine are trying to tell Devin that they are annoyed, but they don't want to be rude. Devin doesn't pick up on the signals that something is wrong. At another time, he pays attention to his setting and realizes that his humming is disturbing his classmates.",Thinking About Others
Working with a Partner,https://slp.everydayspeech.com/video/working-with-a-partner,3m 48s,"SOCIAL SKILLS IN ACTION (SSIA) - Julie and Andrew get paired together as partners for a class assignment. Julie doesn't like to work with a partner and decides she's going to do everything herself. When other groups finish before them and she's still stuck on a problem, Julie realizes she can get the work done much more quickly if she works with Andrew.",Working with a Group
Feeling Bored,https://slp.everydayspeech.com/video/feeling-bored,2m 49s,"VIDEO MODELING - When we're feeling bored, we shouldn't distract other students by making noises or moving around. In this video, Madison figures out an activity she can do to make herself feel less bored.",Listening in School
Introducing Yourself,https://slp.everydayspeech.com/video/introducing-yourself-866,,"In this lesson, learners will be taught how to introduce themselves when they meet new people. ",
Initiating a Conversation,https://slp.everydayspeech.com/video/initiating-a-conversation,1m 36s,"VIDEO MODELING - When we want to start a conversation, we greet the person we’re talking to. Then we ask a question or make a comment to start the conversation about a topic. We can continue taking turns to keep the conversation going.",Starting a Conversation
Following Directions Steps,https://slp.everydayspeech.com/video/following-directions-steps,,"SOCIAL SKILLS IN ACTION - Teach your learners how to follow multi-step directions. In this video, Shay isn’t able to follow directions by himself. When he applies the following directions strategies, like repeating key words, he's able to start his work on his own like the rest of the class.",Following Directions
Being a Social Chameleon on the Playground,https://slp.everydayspeech.com/video/being-a-social-chameleon-on-the-playground,,"A social chameleon changes their behavior and actions to match a person or group of people. They notice how others are acting and then match them! In this video, students will learn how to be a social chameleon on the playground. ",Being a Social Chameleon
Guess What Happens Next - Conversation Drivers & Stoppers,https://slp.everydayspeech.com/video/guess-what-happens-next-conversation-drivers-stoppers,15m,"EXTENSION LESSON - In this game, players try to guess what happens next based on how the conversation is going. Are the characters driving the conversation or stopping it?",Conversation Drivers & Stoppers
Making Eye Contact I,https://slp.everydayspeech.com/video/making-eye-contact-i,1m 30s,"SOCIAL SKILLS IN ACTION (SSIA) - Owen doesn’t make eye contact when he has a conversation with Johnny. Johnny feels confused by this and thinks Owen doesn’t want to talk to him. When Owen changes his behavior and looks at Johnny while they talk, the conversation goes smoothly.",Making Eye Contact
Showing You're Interested,https://slp.everydayspeech.com/video/showing-you-re-interested,1m 45s,"VIDEO MODELING - When we are interested in a topic, we change the way our voice sounds. We talk a little louder and faster. Our body language shows we are interested when we move closer and make gestures with our hands when we talk.",Act like You're Interested
Thinking About the People Around You,https://slp.everydayspeech.com/video/thinking-about-the-people-around-you,2m 48s,"VIDEO MODELING - When we're in a public place, we think about other people around us. Rachel is in study hall and starts playing loud music. When she thinks about how that affects the people around her, she changes her behavior. Concepts Covered: Public vs. Private",Thinking About Others
Staring at People,https://slp.everydayspeech.com/video/staring-at-people,3m 0s,"SOCIAL SKILLS IN ACTION (SSIA) - Staring at people can make them feel uncomfortable. Staring is different than making eye contact because it lasts longer. In this video, Justin stares at the girls in his school. He learns how that can make them feel uncomfortable.",Making Eye Contact
Two Sides - Being Flexible & Being Rigid,https://slp.everydayspeech.com/video/two-sides-being-flexible-being-rigid,17m,"EXTENSION LESSON - In this game, players have to determine in which category a scene belongs. Is the main character being flexible, or being rigid? Being flexible means we can adapt to changes in our schedule, and being rigid means changes upset us. Some times we can be flexible or rigid is when our schedule changes, when we have to compromise with others, or when we have to change what we're talking about, based on who we're talking to.",Keeping an Open Mind
Cyberbullying,https://slp.everydayspeech.com/video/cyberbullying,,TEACHER SCRIPT: We're learning more about cyberbullying. What makes cyberbullying different from physical bullying?,Handling Teasing and Bullying
Emailing Teachers,https://slp.everydayspeech.com/video/emailing-teachers,,"In this video, students will learn how to properly email a teacher. ",Cyber Skills
Solve It - Functional - Forgot Lunch Money,https://slp.everydayspeech.com/video/solve-it-functional-forgot-lunch-money,6m 4s,"EXTENSION LESSON - In Solve It, we'll break down a problem step by step. We'll work together to come up with possible solutions and see how those work! Liz left her lunch money at home and didn't bring anything to eat. How can she solve her problem?",Solving a Problem
Should We Continue the Conversation?,https://slp.everydayspeech.com/video/should-we-continue-the-conversation,4m 8s,"SOCIAL SKILLS IN ACTION (SSIA) - Rachel can't stop talking to Justin about blue whales. When Rachel brings up blue whales again, she doesn't notice the signs that Justin is giving her that he's not interested in that topic. When she tries again, she notices the clues and shifts the conversation topic to something Justin is interested in.",Topic Radar
Following the Group,https://slp.everydayspeech.com/video/following-the-group,2m 7s,"SOCIAL SKILLS IN ACTION (SSIA) - Andrew, Serena, and Alessandra are all playing a game at school. Andrew and Alessandra are having a fun time, but Serena is distracted and writing in her notebook. The other students think that Serena doesn’t want to play with them. Serena learns to keep her eyes, ears, and body in the group.",Playing with Others
Healthy Home During COVID-19,https://slp.everydayspeech.com/video/healthy-home-during-covid-19,,"This video reviews the purpose for social distancing and how to thrive during this stay-at-home time with good personal habits and thoughtful family interactions such as maintaining schedules, self-control, managing anxiety, sharing the housework, being pleasant, apologizing, and knowing when you need space from others. ",COVID Unit
Compromising with Others,https://slp.everydayspeech.com/video/compromising-with-others-4,,"SOCIAL SKILLS IN ACTION - Teach your students that compromises sometimes mean giving up what you want this time, to hopefully get what you want a different time, or different day. Shay learns to compromise in this video by giving Niko what he wants. Shay, therefore, delays the gratification of getting his way until the next time he plays with Niko. ",Compromising
Using Empathy Essentials with Friends,https://slp.everydayspeech.com/video/using-empathy-essentials-with-friends,,SOCIAL SKILLS IN ACTION (SSIA) - The Empathy Essentials teach the two steps to show others empathy. We need to understand how someone feels and then take an action to show we care. Showing empathy is important because it helps us make and keep friends.,Empathy Essentials
Reading a Situation,https://slp.everydayspeech.com/video/reading-a-situation,2m 0s,SOCIAL SKILLS IN ACTION (SSIA) - Nick can’t see that Graham feels upset. Nick keeps talking about his good grade even though Graham looks very sad. Nick needs to learn to read the situation before he speaks. That way he will avoid hurting people’s feelings.,Reading the Room
Box Breathing Practice,https://slp.everydayspeech.com/video/box-breathing-practice,,This video guides students through 3 cycles of Box Breathing. They will trace a box as a handy visual coach to help them breath slowly and deeply.,Breathing Videos
Change in Your Schedule - Younger,https://slp.everydayspeech.com/video/change-in-your-schedule-younger,2m 17s,"SOCIAL SKILLS IN ACTION (SSIA) - Gym class is always on Monday, but this week it was moved for an assembly. Serena gets very upset because she ALWAYS goes to gym class on Mondays. When Serena tries again, she realizes that she is feeling upset and thinks about the situation: she can go to gym class tomorrow. She takes a deep breath and feels better!",Switching Tracks
Fork in the Road - Conversation Drivers & Stoppers,https://slp.everydayspeech.com/video/fork-in-the-road-conversation-drivers-stoppers,12m,"EXTENSION LESSON - We watch several different scenarios of Fork in the Road, and then we try to figure out which path drives the conversation and which path stops it. How much we share the conversation, what we talk about, and what tone we use when we correct someone are different ways we can affect a conversation. Concepts covered: Conversation Drivers & Stoppers, Social Fork in the Road",Conversation Drivers & Stoppers
Following Directions Steps Introduction,https://slp.everydayspeech.com/video/following-directions-steps-introduction,,"VIDEO MODELING - Teach learners how to independently follow multi-step directions. First we notice when a teacher is giving the whole class an instruction, then we focus on the key words, next we get started right away, and last we check our work before starting the next step.",Following Directions
The Four Types of Bullying,https://slp.everydayspeech.com/video/the-four-types-of-bullying,,"EXTENSION LESSON - Students are asked to listen to the past experiences of four different teens. After they hear each story, they’ll be asked to identify which type of bullying occurred. This activity offers a longer, more interactive group practice and is ideal to start discussions around bullying.",Handling Teasing and Bullying
Conversation Drivers Introduction,https://slp.everydayspeech.com/video/conversation-drivers-introduction,,VIDEO MODELING - This video models how to use Conversation Drivers. Conversation Drivers are actions that move a conversation forward or help you maintain the conversation. In this video Eric and Kiara model how to continue their conversation in a way that leaves everyone feeling interested and happy. Concept Covered in this Video: Conversation Drivers and Stoppers,Conversation Drivers & Stoppers
Worry About Yourself - Younger,https://slp.everydayspeech.com/video/worry-about-yourself-younger,2m 22s,SOCIAL SKILLS IN ACTION (SSIA) - Alessandra disrupts the class when she sees Andrew reading instead of doing his work. The other students are upset with Alessandra for making so much noise. She needs to remember to worry about herself and let the teacher take care of the other students.,Ignoring Others' Behavior
Doing Things We Don't Want To Do,https://slp.everydayspeech.com/video/doing-things-we-don-t-want-to-do,2m 45s,"SOCIAL SKILLS IN ACTION (SSIA) - Chris has to finish his poster. He doesn't want to do his work and gets upset when the teacher says he needs to finish. Chris takes a second to think about what might happen if he doesn't finish his poster. He decides he should ask the teacher for help, and they work on his problem together. Chris took the time to think about the situation and came up with a good solution!",Following Directions
Asking For Clarification,https://slp.everydayspeech.com/video/asking-for-clarification-1,2m 24s,"VIDEO MODELING - If we are confused about something we need to be able to ask the right questions to get clarification. In class, we can get an adult’s attention, figure out what we need help with, and repeat it back in our own words to be sure we understand it.",Asking for Help
Problem Solving Steps UE,https://slp.everydayspeech.com/video/problem-solving-steps-ue,,TEACHER SCRIPT: Today we are learning how to become independent problem solvers. Why do you think it’s valuable to be able to solve your problems on your own?,Solving a Problem
Taking a Break to Calm Down,https://slp.everydayspeech.com/video/taking-a-break-to-calm-down,2m 40s,"SOCIAL SKILLS IN ACTION (SSIA) - Bobby is struggling with a worksheet. His anger escalates until he explodes and rips his paper. His actions disrupt the rest of the class. When Bobby tries again, he realizes he is starting to get upset and uses his strategies to calm down. After he takes a deep breath, he starts to feel better.",Staying Calm
Ignoring Others' Behavior,https://slp.everydayspeech.com/video/ignoring-others-behavior,,"When we see other people who aren’t following the rules, we stay calm. We ignore their behavior and do our work.",
Guess What Happens Next - Tuning In,https://slp.everydayspeech.com/video/guess-what-happens-next-tuning-in,,"EXTENSION LESSON - In this extension lesson, we teach students to pay attention to their surroundings and ""tune in"" to their actions. Students watch multiple scenes and are asked if the character tuned in to their actions and thought about how they made the other people around them feel. This gives many opportunities to practice connecting your behavior to the feelings of others.",Tuning In
Focusing in School,https://slp.everydayspeech.com/video/focusing-in-school-1,2m 58s,"VIDEO MODELING - When we're in school, we might want to think about things other than our school work. It's important to stay focused so we can learn in class.",Listening in School
Beginning and Ending a Conversation - Younger,https://slp.everydayspeech.com/video/beginning-and-ending-a-conversation-younger,2m 8s,"SOCIAL SKILLS IN ACTION (SSIA) - In the middle of a conversation, Andrew realizes he has to talk to his teacher. Instead of ending the conversation, he suddenly gets up and leaves! His friends are confused. Andrew needs to remember that every conversation needs to have a beginning and an ending.",Starting a Conversation
Listening with Your Body - Younger,https://slp.everydayspeech.com/video/listening-with-your-body-younger,2m 25s,"SOCIAL SKILLS IN ACTION (SSIA) - Liz and Alessandra are talking about movies. Liz is facing away from Alessandra the entire time and Alessandra becomes confused. Did Liz hear what Alessandra said? Liz tries again and makes sure she listens with her eyes, ears, and body. Liz and Alessandra have fun talking!",Active Listening
Perspective Taking,https://slp.everydayspeech.com/video/perspective-taking,2m 2s,"VIDEO MODELING - When we see a problem from another person’s point of view, we try to understand the situation they are in. We think about their circumstances and how they feel. We should think about how we would feel in the same situation.",Understanding Others' Point of View
Solve It - Friends - Fighting,https://slp.everydayspeech.com/video/solve-it-friends-fighting,5m 50s,"EXTENSION LESSON - In Solve It, we'll break down a problem step by step. We'll work together to come up with possible solutions and see how those work! Tyler and Mike get into an argument, and Tyler says some things he wishes he didn't say. How can Tyler solve his problem?",Solving a Problem
Rules Don’t Apply to You,https://slp.everydayspeech.com/video/rules-don-t-apply-to-you,4m 2s,"SOCIAL SKILLS IN ACTION (SSIA) - Madison is playing a game with her classmates and wants them to follow the rules. When it's her turn, she doesn't follow them. Her classmates get upset because she isn't following her own rules. When she tries again, she realizes it isn't fair to make others follow the rules but not follow them herself.",Being a Good Sport
Making Small Talk Introduction,https://slp.everydayspeech.com/video/making-small-talk-introduction,,"VIDEO MODELING - This video models how to make small talk with friends. We can use the Two W’s, the Weather and the Weekend, to helps us remember easy topics for small talk. When we see our friends, we can talk about the weather or the weekend.",The Two W's
Staying Calm When I'm Angry,https://slp.everydayspeech.com/video/staying-calm-when-im-angry,,Teacher script: We all feel angry or mad sometimes. Today we’re learning about how we can try our best to keep our minds and bodies calm when we feel angry.,
Emotion ID I,https://slp.everydayspeech.com/video/emotion-id,12m,"EXTENSION LESSON - In this game, we try to figure out how each of our characters are feeling. We go through three steps each time: How did their voice sound? How did their face look? What message did their words send? See if you can get them all right!",Identifying Feelings
Topic Radar - Keeping Our Friends Interested,https://slp.everydayspeech.com/video/topic-radar-keeping-our-friends-interested,,"VIDEO MODELING - The Topic Radar helps us think about what other people are interested in. We use this information to select a topic of conversation that would interest them. This helps us start conversations with others. In this video, Julian starts off talking about his favorite topics, but then he realizes his friend isn't interested. He then thinks about what his friend Cole likes to talk about.",Topic Radar
Asking to Use the Bathroom,https://slp.everydayspeech.com/video/asking-to-use-the-bathroom,,"VIDEO MODELING - When we need to use the bathroom, we need to gain an adults' attention in an appropriate way, ask to use the bathroom, and walk quietly and calmly down the halls.",Asking for Help
Responding to Compliments,https://slp.everydayspeech.com/video/responding-to-compliments,2m 35s,"SOCIAL SKILLS IN ACTION (SSIA) - After their volleyball tournament, Mike gives Alessandra a compliment. Alessandra is happy that Mike gave her a compliment, but she doesn't say anything. Mike's a bit confused because Alessandra had no reaction. When she tries again, Alessandra gives him a compliment back and the conversation goes smoothly.",Giving and Receiving Compliments
Showing Empathy,https://slp.everydayspeech.com/video/showing-empathy,2m 1s,"VIDEO MODELING - Showing empathy means understanding and sharing feelings with others. First, we need to understand the cause of why someone is feeling that way. Then, we imagine how it would feel to be in the same situation as them. When we understand how that person feels, we can say something to them to make them feel better. Concepts covered: Showing Empathy",Empathy Essentials
Helping Others,https://slp.everydayspeech.com/video/helping-others,2m 47s,"SOCIAL SKILLS IN ACTION (SSIA) - When Christine needs help opening the door to the classroom, Julie doesn't help. She's too focused on what she's doing and doesn't want to stop to help Christine. This makes Christine frustrated. When Julie tries again, she thinks from Christine's perspective and gives her some help.",Acting Like a Friend
Color Breathing,https://slp.everydayspeech.com/video/color-breathing,,"This video teaches the calming technique of Color Breathing, breathing in a calming color or air while breathing out a stressful color.",Breathing Videos
Interrupting,https://slp.everydayspeech.com/video/interrupting-2,1m 48s,"VIDEO MODELING - When we interrupt someone, we put our body near the group. We say sorry or apologize. We explain why we had to interrupt.",Conversation Stoplight
What to Do When you Feel Sick at School,https://slp.everydayspeech.com/video/what-to-do-when-you-feel-sick-at-school,2m 27s,"VIDEO MODELING - When Connor feels sick at school, he tells his teacher that he is not feeling good. Then, he goes to see the nurse.",Asking for Help
Staying Calm Introduction Older,https://slp.everydayspeech.com/video/staying-calm-introduction,,"VIDEO MODELING - Help your students become aware of losing control and how to return to a calm state independently. We always acknowledge the right to strong feelings, but our reaction remains within our control. We can’t always have control of the situation, but with strategies we can stay in control of our actions.",Staying Calm
Saying Thank You,https://slp.everydayspeech.com/video/saying-thank-you,1m 55s,"SOCIAL SKILLS IN ACTION (SSIA) - Liz needs to borrow Serena's book to finish her work. When Serena gives it to her, Liz takes it and walks away without saying anything. Liz is happy that Serena lent her the book, but she didn't show Serena how she felt because she didn't say thank you. Serena gets upset because she didn't HAVE to lend Liz her book. Liz tries again and thanks Serena, and everyone feels happy.",Acting Like a Friend
Fighting With Friends,https://slp.everydayspeech.com/video/fighting-with-friends,2m 52s,"SOCIAL SKILLS IN ACTION (SSIA) - Jeff and Mike have a misunderstanding and get upset with each other. Rather than communicating, Mike starts yelling at Jeff and turns a small problem into a big one.",Handling Conflicts with Friends
Big or Small Problem,https://slp.everydayspeech.com/video/big-or-small-problem-1,,"In this video, students will learn the difference between small problems and big problems and how to use the Problem Solving Steps accordingly. ",The Two Ws
Relationship Ruler Close Friends and Acquaintances,https://slp.everydayspeech.com/video/relationship-ruler-close-friends-and-acquaintances,,VIDEO MODELING - The Relationship Ruler helps us understand the different relationships we have with different people. We all change the way we act depending on who we're with. This video focuses on how we behave when we're with close friends and how our behaviors change when we're with acquaintances.,Using the Relationship Ruler
Reading the Room,https://slp.everydayspeech.com/video/reading-the-room,3m 55s,"VIDEO MODELING - Anywhere we go, we should read the room to figure out how we should act. When we walk into a room we stop, observe what’s going on, and make a plan based on what we see. Concepts covered: Read the Room",Reading the Room
Keeping Self-Control,https://slp.everydayspeech.com/video/keeping-self-control,1m 16s,VIDEO MODELING - There are times we might want to yell out an answer. But we keep self-control and don’t yell. Self-control means that we practice control when we’re not supposed to do something.,Using your Self-Controller
Listening,https://slp.everydayspeech.com/video/listening,2m 8s,"SOCIAL SKILLS IN ACTION (SSIA) - Liz and Chris are working at a table when Chris has a funny video he wants to show to Liz. He keeps calling for Liz, but she doesn't respond. Liz isn't listening to Chris, which makes Chris feel bad. Liz tries again and listens to Chris when he talks to her.",Active Listening
Restaurant Rules - Eating at a Friend's House,https://slp.everydayspeech.com/video/restaurant-rules-eating-at-a-friend-s-house,,"SOCIAL SKILLS IN ACTION (SSIA) - This lesson teaches the rules we all follow whenever we eat a meal with others. The Restaurant Rules help us pay attention to our hygiene, self-control, and manners in order to make others feel comfortable and happy around us.",Restaurant Rules
Being Helpful,https://slp.everydayspeech.com/video/being-helpful,,"Teacher script: Cleaning up is not the fun part of playing, but it is a part of playing together. We are being helpful when we help clean up. It is not good manners to leave other people to do that work without us.",
Gaining Independence,https://slp.everydayspeech.com/video/gaining-independence,,In this video learners will be taught ways they can seek out more independent opportunities in order to increase their confidence and self-esteem.,Building Confidence
Thinking About Your Listener,https://slp.everydayspeech.com/video/thinking-about-your-listener,2m 13s,"VIDEO MODELING - When we're telling a story, we need to make sure the other person knows with whom, what, when, and where we did something, so they understand us.",Background Brief
Working in Groups,https://slp.everydayspeech.com/video/working-in-groups,2m 34s,"SOCIAL SKILLS IN ACTION (SSIA) - When we work in a group, there are a few things we have to do. We have to work together, listen to each other, and each must do some of the work. That way your project can be a success!",Working with a Group
Handling Peer Pressure,https://slp.everydayspeech.com/video/handling-group-pressure,,"Peer pressure can be harmful or harmless. Harmless peer pressure is like teasing- people tell you to do things that they expect you to refuse. Learn how to handle both types of peer pressure by saying ""no"" in a cool, calm, and confident manner.",Handling Teasing and Bullying
Keep Trying Even If It's Hard,https://slp.everydayspeech.com/video/keep-trying-even-if-it-s-hard,,"SOCIAL SKILLS IN ACTION (SSIA) - This video models how to use positive thinking when we are facing a challenge. When something is hard for us, we should stay calm, think positive thoughts, and come up with a strategy to help us succeed at the moment.",Thinking Positive
Pitch and Tone of Voice,https://slp.everydayspeech.com/video/pitch-and-tone-of-voice,1m 26s,"VIDEO MODELING - When we use a high pitched voice, it may sound like we’re asking a question. When we use a low pitched voice, it may sound like we’re upset. When we are talking normally, we use a pitch and tone that’s in the middle.",Tone of Voice
Switching Tracks in a Group,https://slp.everydayspeech.com/video/switching-tracks-in-a-group,,Help students cope with unexpected change and demonstrate flexibility when working in a group or with others.,
Relationship Ruler - Sharing Information,https://slp.everydayspeech.com/video/relationship-ruler-sharing-information,,"SOCIAL SKILLS IN ACTION (SSIA) - This video models how to figure out who we can share personal information with. The Relationship Ruler is a tool that helps us compare our different relationships and figure out how to act around close friends, friends, or acquaintances.",Using the Relationship Ruler
Two Sides - Think It or Say It II,https://slp.everydayspeech.com/video/two-sides-think-it-or-say-it-ii,13m,"EXTENSION LESSON - In each scene, our characters say something to their classmates. Is it something they should think or say? That's up to you to decide! Concepts covered: Think It or Say It",Think It or Say It
Bingo - Conversation Drivers & Stoppers II,https://slp.everydayspeech.com/video/bingo-conversation-drivers-stoppers-ii,21m,"EXTENSION LESSON - In Conversation Drivers and Stoppers Bingo, we look at 10 different situations and try to figure out what Conversation Driver or Stopper someone is using. If you get 4 in a row, you get bingo! Good luck!",Conversation Drivers & Stoppers
Gaining Someone's Attention,https://slp.everydayspeech.com/video/gaining-someone-s-attention-2,1m 28s,"VIDEO MODELING - When we need to get someone's attention, we put our bodies near them. We say their name so they know we are talking to them. When they are looking at us, we know we have their attention.",Starting a Conversation
Using Deep Breaths to Calm Down,https://slp.everydayspeech.com/video/using-deep-breaths-to-calm-down,3m 20s,VIDEO MODELING - Madison is feeling stressed but uses deep breaths in and out to calm down.,Staying Calm
Being Rigid,https://slp.everydayspeech.com/video/being-rigid,,"Having an Open Mind helps us accept others' ideas and opinions. We can recognize our Closed Mindset and switch to an Open Mindset by using calming strategies, positive thinking, and reframing our focus of control. To do this well, we determine what we can and can't control, and focus on what we can control. ",Keeping an Open Mind
Being Flexible with Friends,https://slp.everydayspeech.com/video/being-flexible-with-friends,1m 43s,"VIDEO MODELING - To handle a change, we stay calm and make a new plan. When plans change, we can adapt and be flexible.",Keeping an Open Mind
Belly Breathing Practice,https://slp.everydayspeech.com/video/belly-breathing-practice,,This Belly Breathing video guides children through a 2-minute guided practice on how to engage their abdominal muscles to receive all the calming benefits from this strategy.,Breathing Videos
Conversation Measuring Cup Introduction,https://slp.everydayspeech.com/video/conversation-measuring-cup-introduction,,VIDEO MODELING - This video models how much to contribute during a conversation. The Conversation Measuring Cup teaches us the best time to have a long conversation (and fill our cup to the top) and the best time for shorter conversations (where we only fill our cup a little bit).,Conversation Measuring Cup
"When to Say ""Sorry""",https://slp.everydayspeech.com/video/when-to-say-sorry,,"In this video, students will learn what it means and how to apologize. ",Handling Conflicts with Friends
Being an Employee,https://slp.everydayspeech.com/video/being-an-employee,,There are so many important new skills to learn when we enter the work force. Adolescents will learn the critical do's and dont's of being an employee in this lesson.,
Seeking Out Friends Introduction,https://slp.everydayspeech.com/video/seeking-out-friends-introduction,,"VIDEO MODELING - In this video we learn that close friendships take time and are built in small steps by seeking out little ways to talk and find out more about each other. We ask questions, share about ourselves, and spend time with friends. ",Acting Like a Friend
Tone of Voice - Happy,https://slp.everydayspeech.com/video/tone-of-voice-happy,1m 14s,"VIDEO MODELING - When we are happy, we change the way our voice sounds when we talk. The pitch of our voice gets higher. We talk a little louder but not too loud.",Tone of Voice
It's Too Noisy!,https://slp.everydayspeech.com/video/its-too-noisy,,"Students will learn that we can’t always control new smells, sounds, or lights around us, but we can find a strategy, tell someone what we need, and practice Switching Tracks.",Switching Tracks
Think It or Say It - Younger,https://slp.everydayspeech.com/video/think-it-or-say-it-younger,2m 57s,"SOCIAL SKILLS IN ACTION (SSIA) - When Alessandra gets a gift from Serena that she doesn't like, she hurts Serena's feelings by telling her that. Alessandra needs to keep not-so-nice thoughts inside so she doesn't upset other people. When she tries again, she pauses a second and wonders: Should I Think it or Say it? Concepts covered: Think It or Say It",Think It or Say It
Using Humor Introduction,https://slp.everydayspeech.com/video/using-humor-introduction,,"Before we use humor, we check to make sure it is the right time, place, mood, and that we have the correct relationship for that humor.  ",Using Humor & Sarcasm
